object_id_num,object_huldrsadmin_ownerSuppliedName_string,object_urn_string_sort,object_huldrsadmin_adminCategory_text_sort,object_huldrsadmin_ownerCode_string_sort,object_huldrsadmin_billingCode_string,object_mets_type_string,object_huldrsadmin_role_string_sort,object_mets_createDate_date,batch_huldrsadmin_batchDirectoryName_string,batch_id_num,batch_huldrsadmin_loadStartTime_date,batch_huldrsadmin_batchName_string,object_fileCount_num,object_huldrsadmin_adminFlagType_string_sort,object_huldrsadmin_accessFlag_string,object_mods_title_text_sort,object_huldrsadmin_producer_string_sort,object_objectSize_num
437954340,W00KG02537-I00KG03144,"urn-3:FHCL:35135736, urn-3:HUL.DRS.OBJECT:35135735",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,2018-03-26T14:53:36.504Z,batchW00KG02537-1,270694,2018-03-26T16:09:02.0Z,FHCL.COLL_batchW00KG02537-1_20180326_105348,78,,R,"phyi bsrung ba'i 'khor lo la brten nas bsgrub pa phyi'i brag rdzong ma'i khrid kyi yi ge 'dod dgu'i dpal ster, ཕྱི་བསྲུང་བའི་འཁོར་ལོ་ལ་བརྟེན་ནས་བསྒྲུབ་པ་ཕྱིའི་བྲག་རྫོང་མའི་ཁྲིད་ཀྱི་ཡི་གེ་འདོད་དགུའི་དཔལ་སྟེར, brag rdzong ma'i khrid kyi yi ge",Tibetan Buddhist Resource Center,3582646
437954420,W00KG02540-I00KG03150,"urn-3:FHCL:35135740, urn-3:HUL.DRS.OBJECT:35135739",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,2018-03-26T14:54:41.405Z,batchW00KG02540-1,270696,2018-03-26T16:09:04.0Z,FHCL.COLL_batchW00KG02540-1_20180326_105449,48,,R,"nag po chen po'i gsang khrid kyi yi ge bla ma'i gsung bgros yid bzhin gyi nor bu, ནག་པོ་ཆེན་པོའི་གསང་ཁྲིད་ཀྱི་ཡི་གེ་བླ་མའི་གསུང་བགྲོས་ཡིད་བཞིན་གྱི་ནོར་བུ, nag po chen po'i gsang khrid kyi yi ge",Tibetan Buddhist Resource Center,2173130
437954470,W00KG02541-I00KG03155,"urn-3:FHCL:35135738, urn-3:HUL.DRS.OBJECT:35135737",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,2018-03-26T14:55:05.193Z,batchW00KG02541-1,270695,2018-03-26T16:09:04.0Z,FHCL.COLL_batchW00KG02541-1_20180326_105508,12,,R,"bsrung 'khor rdo rje brag rdzong ma'i man ngag yang gsang bla med, བསྲུང་འཁོར་རྡོ་རྗེ་བྲག་རྫོང་མའི་མན་ངག་ཡང་གསང་བླ་མེད",Tibetan Buddhist Resource Center,558704
437954484,W00KG02542-I00KG03157,"urn-3:FHCL:35135742, urn-3:HUL.DRS.OBJECT:35135741",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,2018-03-26T14:55:23.870Z,batchW00KG02542-1,270697,2018-03-26T16:09:05.0Z,FHCL.COLL_batchW00KG02542-1_20180326_105530,40,,R,"nag po chen po'i sku rten bzhengs tshul dang rab gnas bya tshul, ནག་པོ་ཆེན་པོའི་སྐུ་རྟེན་བཞེངས་ཚུལ་དང་རབ་གནས་བྱ་ཚུལ",Tibetan Buddhist Resource Center,1953984
437954526,W00KG02543-I00KG03159,"urn-3:FHCL:35135801, urn-3:HUL.DRS.OBJECT:35135800",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,2018-03-26T14:55:48.235Z,batchW00KG02543-1,270700,2018-03-26T16:09:10.0Z,FHCL.COLL_batchW00KG02543-1_20180326_105555,38,,R,"dpal ldan sa skya pa'i bstan bsrung dbang po'i tshogs rnams kyi bstod pa, དཔལ་ལྡན་ས་སྐྱ་པའི་བསྟན་བསྲུང་དབང་པོའི་ཚོགས་རྣམས་ཀྱི་བསྟོད་པ",Tibetan Buddhist Resource Center,1916296
437954566,W00KG02544-I00KG03161,"urn-3:FHCL:35135796, urn-3:HUL.DRS.OBJECT:35135795",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,2018-03-26T14:56:09.660Z,batchW00KG02544-1,270698,2018-03-26T16:09:10.0Z,FHCL.COLL_batchW00KG02544-1_20180326_105612,12,,R,"khro bo bcu 'phrin las la bskul ba 'phags pa rin po ches mdzad pa, ཁྲོ་བོ་བཅུ་འཕྲིན་ལས་ལ་བསྐུལ་བ་འཕགས་པ་རིན་པོ་ཆེས་མཛད་པ, khro bo bcu 'phrin las la bskul ba",Tibetan Buddhist Resource Center,470372
437954580,W00KG02545-I00KG03163,"urn-3:FHCL:35135798, urn-3:HUL.DRS.OBJECT:35135797",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,2018-03-26T14:56:27.957Z,batchW00KG02545-1,270699,2018-03-26T16:09:10.0Z,FHCL.COLL_batchW00KG02545-1_20180326_105631,14,,R,"khro bo bcu'i bstod bskul mkhan chen gnas drug pas rgyud las phyung ba, ཁྲོ་བོ་བཅུའི་བསྟོད་བསྐུལ་མཁན་ཆེན་གནས་དྲུག་པས་རྒྱུད་ལས་ཕྱུང་བ་།, khro bo bcu'i bstod bskul",Tibetan Buddhist Resource Center,754956
437954596,W00KG02546-I00KG03166,"urn-3:FHCL:35135824, urn-3:HUL.DRS.OBJECT:35135822",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,2018-03-26T14:56:48.81Z,batchW00KG02546-1,270702,2018-03-26T16:09:11.0Z,FHCL.COLL_batchW00KG02546-1_20180326_105653,30,,R,"dregs pa spyi gnad las/ spyi don bco lnga pa dang khyad par gnad kyi gdams pa zab mo slob dpon pad+mas mdzad pa, དྲེགས་པ་སྤྱི་གནད་ལས། སྤྱི་དོན་བཅོ་ལྔ་པ་དང་ཁྱད་པར་གནད་ཀྱི་གདམས་པ་ཟབ་མོ་སློབ་དཔོན་པདྨས་མཛད་པ",Tibetan Buddhist Resource Center,1185304
437954628,W00KG02547-I00KG03168,"urn-3:FHCL:35135819, urn-3:HUL.DRS.OBJECT:35135818",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,2018-03-26T14:57:09.218Z,batchW00KG02547-1,270701,2018-03-26T16:09:11.0Z,FHCL.COLL_batchW00KG02547-1_20180326_105713,20,,R,"dregs pa spyi gnad las zhus lan gser gyi thur ma rmi lam rtags pa shel gyi sgron me rnams slob dpon pad mas mdzad pa, དྲེགས་པ་སྤྱི་གནད་ལས་ཞུས་ལན་གསེར་གྱི་ཐུར་མ་རྨི་ལམ་རྟགས་པ་ཤེལ་གྱི་སྒྲོན་མེ་རྣམས་སློབ་དཔོན་པད་མས་མཛད་པ, zhus lan gser gyi thur ma rmi lam rtags pa",Tibetan Buddhist Resource Center,917204
437954650,W00KG02548-I00KG03170,"urn-3:FHCL:35135846, urn-3:HUL.DRS.OBJECT:35135844",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,2018-03-26T14:57:27.199Z,batchW00KG02548-1,270703,2018-03-26T16:09:12.0Z,FHCL.COLL_batchW00KG02548-1_20180326_105729,6,,R,"rgya gsum 'grol ba'i man ngag, རྒྱ་གསུམ་འགྲོལ་བའི་མན་ངག",Tibetan Buddhist Resource Center,123878
437956141,W00KG02614-I00KG03301,"urn-3:FHCL:35136781, urn-3:HUL.DRS.OBJECT:35136778",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,2018-03-26T19:47:22.269Z,batchW00KG02614-1,270711,2018-03-26T20:23:03.0Z,FHCL.COLL_batchW00KG02614-1_20180326_154727,8,,R,"dpal mgon gyi yi ge gces pa 'dra bzhugs so/ gdong bzhi pa'i bsnyen pa'i go rim gyi yi ge yar klungs pa seng+ge rgyal mtshan gyis mdzad pa, དཔལ་མགོན་གྱི་ཡི་གེ་གཅེས་པ་འདྲ་བཞུགས་སོ། གདོང་བཞི་པའི་བསྙེན་པའི་གོ་རིམ་གྱི་ཡི་གེ་ཡར་ཀླུངས་པ་སེངྒེ་རྒྱལ་མཚན་གྱིས་མཛད་པ།, dpal mgon gdong bzhi pa'i bsnyen pa'i go rim gyi yi ge",Tibetan Buddhist Resource Center,307522
437956151,W00KG02586-I00KG03245,"urn-3:FHCL:35136777, urn-3:HUL.DRS.OBJECT:35136776",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,2018-03-26T19:47:22.255Z,batchW00KG02586-1,270712,2018-03-26T20:23:03.0Z,FHCL.COLL_batchW00KG02586-1_20180326_154727,8,,R,"dpal nag po chen po gyi ljang lugs kyi brgyud 'debs man ngag gi rim pa'i smon lam dang bcas pa, དཔལ་ནག་པོ་ཆེན་པོ་གྱི་ལྗང་ལུགས་ཀྱི་བརྒྱུད་འདེབས་མན་ངག་གི་རིམ་པའི་སྨོན་ལམ་དང་བཅས་པ, nag po chen po gyi ljang lugs kyi brgyud 'debs",Tibetan Buddhist Resource Center,338916
437956161,W00KG02585-I00KG03243,"urn-3:FHCL:35136782, urn-3:HUL.DRS.OBJECT:35136779",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,2018-03-26T19:46:37.333Z,batchW00KG02585-1,270713,2018-03-26T20:23:03.0Z,FHCL.COLL_batchW00KG02585-1_20180326_154644,12,,R,dpal nag po chen po'i rdo rje'i tshig gi sbas pa'i man ngag brgyad pa,Tibetan Buddhist Resource Center,581684
437956175,W00KG02612-I00KG03297,"urn-3:FHCL:35136783, urn-3:HUL.DRS.OBJECT:35136780",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,2018-03-26T19:46:40.394Z,batchW00KG02612-1,270714,2018-03-26T20:23:03.0Z,FHCL.COLL_batchW00KG02612-1_20180326_154648,18,,R,"dpal gdong bzhi pa'i bsnyen sgrub las gsum gyi lag len nag po 'gro shes dga' ldan pa kun bsod kyis mdzad pa, དཔལ་གདོང་བཞི་པའི་བསྙེན་སྒྲུབ་ལས་གསུམ་གྱི་ལག་ལེན་ནག་པོ་འགྲོ་ཤེས་དགའ་ལྡན་པ་ཀུན་བསོད་ཀྱིས་མཛད་པ, dpal gdong bzhi pa'i bsnyen sgrub las gsum gyi lag len nag po 'gro shes",Tibetan Buddhist Resource Center,579162
437956195,W00KG02559-I00KG03192,"urn-3:FHCL:35136785, urn-3:HUL.DRS.OBJECT:35136784",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,2018-03-26T19:47:58.876Z,batchW00KG02559-1,270715,2018-03-26T20:23:05.0Z,FHCL.COLL_batchW00KG02559-1_20180326_154805,10,,R,"nag po chen po'i bsgrub thabs bsdus pa'i rgya gzhung, ནག་པོ་ཆེན་པོའི་བསྒྲུབ་ཐབས་བསྡུས་པའི་རྒྱ་གཞུང",Tibetan Buddhist Resource Center,430994
437956207,W00KG02558-I00KG03190,"urn-3:FHCL:35136791, urn-3:HUL.DRS.OBJECT:35136789",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,2018-03-26T19:47:11.797Z,batchW00KG02558-1,270718,2018-03-26T20:23:05.0Z,FHCL.COLL_batchW00KG02558-1_20180326_154726,40,,R,"dur khrod nag po'i rgyud kyi rnam par bshad pa rdo rje'i tshig don gsal byed, དུར་ཁྲོད་ནག་པོའི་རྒྱུད་ཀྱི་རྣམ་པར་བཤད་པ་རྡོ་རྗེའི་ཚིག་དོན་གསལ་བྱེད",Tibetan Buddhist Resource Center,2012080
437956249,W00KG02615-I00KG03303,"urn-3:FHCL:35136787, urn-3:HUL.DRS.OBJECT:35136786",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,2018-03-26T19:48:02.82Z,batchW00KG02615-1,270716,2018-03-26T20:23:05.0Z,FHCL.COLL_batchW00KG02615-1_20180326_154809,10,,R,"dpal mgon gdong bzhi pa'i bzlas pa dang gegs sel gyi man ngag gser chos yar klungs pas mdzad pa, དཔལ་མགོན་གདོང་བཞི་པའི་བཟླས་པ་དང་གེགས་སེལ་གྱི་མན་ངག་གསེར་ཆོས་ཡར་ཀླུངས་པས་མཛད་པ",Tibetan Buddhist Resource Center,473576
437956261,W00KG02587-I00KG03247,"urn-3:FHCL:35136790, urn-3:HUL.DRS.OBJECT:35136788",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,2018-03-26T19:48:05.537Z,batchW00KG02587-1,270717,2018-03-26T20:23:05.0Z,FHCL.COLL_batchW00KG02587-1_20180326_154815,12,,R,"mgon po lha bcu bdun ma'i dbang gi tho yig yar klung pa'i zin bris, མགོན་པོ་ལྷ་བཅུ་བདུན་མའི་དབང་གི་ཐོ་ཡིག་ཡར་ཀླུང་པའི་ཟིན་བྲིས, mgon po lha bcu bdun ma'i dbang gi tho yig",Tibetan Buddhist Resource Center,565802
437956275,W00KG02616-I00KG03305,"urn-3:FHCL:35136793, urn-3:HUL.DRS.OBJECT:35136792",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,2018-03-26T19:48:37.499Z,batchW00KG02616-1,270719,2018-03-26T20:23:06.0Z,FHCL.COLL_batchW00KG02616-1_20180326_154842,8,,R,"dpal gdong bzhi pa'i bsnyen sgrub las gsum spogs chog shi pa bstan pa dang bcas pa'i mngon rtogs gsal byed gnad kyi zhal gdams mthar thug yar klungs pa seng+ge rgyal mtshan gyis mdzad pa, དཔལ་གདོང་བཞི་པའི་བསྙེན་སྒྲུབ་ལས་གསུམ་སྤོགས་ཆོག་ཤི་པ་བསྟན་པ་དང་བཅས་པའི་མངོན་རྟོགས་གསལ་བྱེད་གནད་ཀྱི་ཞལ་གདམས་མཐར་ཐུག་ཡར་ཀླུངས་པ་སེངྒེ་རྒྱལ་མཚན་གྱིས་མཛད་པ, dpal gdong bzhi pa'i bsnyen sgrub las gsum spogs chog shi pa bstan pa dang bcas pa'i mngon rtogs",Tibetan Buddhist Resource Center,327718
437956285,W00KG02588-I00KG03249,"urn-3:FHCL:35136795, urn-3:HUL.DRS.OBJECT:35136794",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,2018-03-26T19:48:42.434Z,batchW00KG02588-1,270720,2018-03-26T20:23:06.0Z,FHCL.COLL_batchW00KG02588-1_20180326_154848,8,,R,"dpal nag po chen po'i dbang gi lag len bla ma'i phyag bzhes, དཔལ་ནག་པོ་ཆེན་པོའི་དབང་གི་ལག་ལེན་བླ་མའི་ཕྱག་བཞེས",Tibetan Buddhist Resource Center,291376
437956295,W00KG02560-I00KG03194,"urn-3:FHCL:35136797, urn-3:HUL.DRS.OBJECT:35136796",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,2018-03-26T19:48:37.503Z,batchW00KG02560-1,270721,2018-03-26T20:23:06.0Z,FHCL.COLL_batchW00KG02560-1_20180326_154845,12,,R,"mgon po phur bu ltar bsgrub pa'i rgya gzhung bram ze mchog sred kyis mdzad pa, མགོན་པོ་ཕུར་བུ་ལྟར་བསྒྲུབ་པའི་རྒྱ་གཞུང་བྲམ་ཟེ་མཆོག་སྲེད་ཀྱིས་མཛད་པ, mgon po phur bu ltar bsgrub pa'i rgya gzhung",Tibetan Buddhist Resource Center,556184
437956309,W00KG02643-I00KG03353,"urn-3:FHCL:35136803, urn-3:HUL.DRS.OBJECT:35136802",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,2018-03-26T19:47:56.145Z,batchW00KG02643-1,270724,2018-03-26T20:23:08.0Z,FHCL.COLL_batchW00KG02643-1_20180326_154825,90,,R,"dpal rdo rje nag po chen po gur gyi mgon po'i bsrung ba'i 'khor lo rdo rje'i brag rdzong ma'i khrid yig snyan rgyud thun mong ma yin pa, དཔལ་རྡོ་རྗེ་ནག་པོ་ཆེན་པོ་གུར་གྱི་མགོན་པོའི་བསྲུང་བའི་འཁོར་ལོ་རྡོ་རྗེའི་བྲག་རྫོང་མའི་ཁྲིད་ཡིག་སྙན་རྒྱུད་ཐུན་མོང་མ་ཡིན་པ, nag po chen po gur gyi mgon po'i bsrung ba'i 'khor lo rdo rje'i brag rdzong ma'i khrid yig",Tibetan Buddhist Resource Center,3686654
437956401,W00KG02617-I00KG03307,"urn-3:FHCL:35136799, urn-3:HUL.DRS.OBJECT:35136798",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,2018-03-26T19:49:08.750Z,batchW00KG02617-1,270722,2018-03-26T20:23:07.0Z,FHCL.COLL_batchW00KG02617-1_20180326_154914,8,,R,"dpal mgon zhal bzhi pa'i gtor ma'i zhal gdams snyan brgyud yar klungs pa seng+ge rgyal mtshan gyis mdzad pa, དཔལ་མགོན་ཞལ་བཞི་པའི་གཏོར་མའི་ཞལ་གདམས་སྙན་བརྒྱུད་ཡར་ཀླུངས་པ་སེངྒེ་རྒྱལ་མཚན་གྱིས་མཛད་པ, dpal mgon zhal bzhi pa'i gtor ma'i zhal gdams snyan brgyud",Tibetan Buddhist Resource Center,228120
437956411,W00KG02561-I00KG03196,"urn-3:FHCL:35136801, urn-3:HUL.DRS.OBJECT:35136800",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,2018-03-26T19:49:14.312Z,batchW00KG02561-1,270723,2018-03-26T20:23:08.0Z,FHCL.COLL_batchW00KG02561-1_20180326_154920,10,,R,"dpal nag po chen po'i phur bu'i sgrub thabs srog phur dang bcas pa, དཔལ་ནག་པོ་ཆེན་པོའི་ཕུར་བུའི་སྒྲུབ་ཐབས་སྲོག་ཕུར་དང་བཅས་པ",Tibetan Buddhist Resource Center,595088
437956423,W00KG02618-I00KG03309,"urn-3:FHCL:35136805, urn-3:HUL.DRS.OBJECT:35136804",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,2018-03-26T19:49:48.536Z,batchW00KG02618-1,270725,2018-03-26T20:23:08.0Z,FHCL.COLL_batchW00KG02618-1_20180326_154955,10,,R,"dpal mgon zhal bzhi pa'i las rab 'byams dang bsad bskrad kyi 'khor lo'i zhal gdams snying nang gi khrag lta bu yar klungs pas mdzad pa, དཔལ་མགོན་ཞལ་བཞི་པའི་ལས་རབ་འབྱམས་དང་བསད་བསྐྲད་ཀྱི་འཁོར་ལོའི་ཞལ་གདམས་སྙིང་ནང་གི་ཁྲག་ལྟ་བུ་ཡར་ཀླུངས་པས་མཛད་པ, dpal mgon zhal bzhi pa'i las rab 'byams dang bsad bskrad kyi 'khor lo'i zhal gdams",Tibetan Buddhist Resource Center,512376
437956435,W00KG02562-I00KG03198,"urn-3:FHCL:35136807, urn-3:HUL.DRS.OBJECT:35136806",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,2018-03-26T19:49:59.677Z,batchW00KG02562-1,270726,2018-03-26T20:23:08.0Z,FHCL.COLL_batchW00KG02562-1_20180326_155011,16,,R,"mgon po phur bu ltar bsgrub pa'i bsgrub thabs rgyas pa, མགོན་པོ་ཕུར་བུ་ལྟར་བསྒྲུབ་པའི་བསྒྲུབ་ཐབས་རྒྱས་པ",Tibetan Buddhist Resource Center,754432
